Flight_ID,Flight_Number,Flight_Date,Day_of_Week,Airline,Alliance,Origin,Origin_Country,Destination,Destination_Country,Route,Flight_Distance_KM,Route_Category,Aircraft_Type,Aircraft_Capacity,Aircraft_Age_Years,Passengers,Load_Factor,Flight_Hours,Season,Demand_Level,Competition_Index,Weather_Disruption,On_Time_Performance,Delay_Minutes,Average_Ticket_Price,Ticket_Revenue,Ancillary_Revenue,Cargo_Revenue,Total_Revenue,Fuel_Price_Per_Liter,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Profitable,Passenger_Satisfaction_Score,Market_Share_Pct
FL004432,EK1418,2024-01-26,Friday,Emirates,Non-Aligned,DXB,UAE,FRA,Germany,DXB-FRA,4980,Medium Haul,Airbus A321,220,3.0,147,0.671,6.7,Low,Medium,5.0,0,97.5,16.0,454.56,66820.7,3446.56,3662.84,73930.1,0.7460736297621701,15525.08,5023.05,5971.91,9292.08,797.36,4858.32,3285.86,2904.64,2624.9,5162.32,2619.2,19834.7,2023.91,516.58,80439.91,-6509.81,-8.81,0,8.5,
FL004433,QF2647,2022-07-26,Tuesday,Qantas,OneWorld,SYD,Australia,DXB,UAE,SYD-DXB,12000,Long Haul,Boeing 777-300ER,396,18.0,339,0.8566,14.7,Peak,High,1.0,0,58.5,0.0,1893.26,641816.24,24399.33,46439.28,712654.85,0.7117911922825404,99170.27,43175.18,32899.39,49668.52,3857.32,9632.45,22139.93,4821.51,4154.57,43964.62,5384.88,38660.69,36425.1,1465.47,395419.9,317234.95,44.51,1,8.1,69.2
FL004434,TK2340,2024-11-29,Friday,Turkish Airlines,Star Alliance,IST,Turkey,LAX,USA,IST-LAX,11300,Long Haul,Boeing 787-9,296,4.0,238,0.8054,14.1,Normal,Medium,1.0,0,55.0,0.0,938.45,223349.99,11324.7,71973.74,306648.43,0.6834807870618834,63370.36,22404.26,19792.49,33458.24,2392.92,8564.36,13037.89,4802.97,5493.33,16926.92,1614.15,20771.24,6996.42,1650.24,221275.79,85372.64,27.84,1,8.6,
FL004435,AA8360,2024-06-18,Tuesday,American Airlines,OneWorld,JFK,USA,LAX,USA,JFK-LAX,3980,Medium Haul,Airbus A321,220,12.0,190,0.8654,5.4,Peak,High,9.0,0,56.3,8.0,701.07,133202.76,5677.12,21715.93,160595.81,0.7828631926843511,12245.76,4338.6,4416.5,8940.98,736.94,4010.9,4293.14,4317.78,2165.96,12495.75,2535.22,23996.16,7794.94,1125.71,93414.34,67181.47,41.83,1,9.0,19.9
FL004436,SQ3361,2022-10-17,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,PEK,China,SIN-PEK,4480,Medium Haul,Airbus A330-300,277,2.0,220,0.7963,5.8,Shoulder,Medium,2.0,0,92.1,,987.05,217151.05,16735.37,9616.98,243503.4,0.7666509958207208,31920.95,10180.08,10792.39,19904.48,1669.21,4046.77,5092.09,5105.56,2052.74,17062.35,3401.49,25615.81,6266.29,1244.37,144354.58,99148.82,40.72,1,,30.3
FL004437,SQ4823,2023-06-29,Thursday,Singapore Airlines,Star Alliance,SIN,Singapore,MEL,Australia,SIN-MEL,6300,Long Haul,Boeing 787-9,296,3.0,290,0.98,8.1,Peak,High,1.0,0,55.0,21.0,820.05,237815.15,8166.61,33617.74,279599.5,0.6979443640107782,36371.63,13217.52,12322.19,36563.55,2775.3,9600.15,19525.46,,3343.96,14190.03,5060.22,19507.78,6987.11,1389.54,184523.61,95075.89,34.0,1,,51.4
FL004438,AA2432,2023-04-27,Thursday,American Airlines,OneWorld,JFK,USA,IST,Turkey,JFK-IST,8170,Long Haul,Airbus A350-900,325,19.0,279,0.8598,10.5,Shoulder,High,2.0,0,71.3,15.0,1140.87,318302.45,14415.72,,403454.38,0.8589714909904792,56827.97,19435.3,15801.54,41789.3,3425.71,8968.61,14873.26,6499.38,3583.47,21979.4,2336.86,33170.81,12070.32,852.99,241614.92,161839.46,40.11,1,8.8,45.6
FL004439,SQ4205,2024-02-17,Saturday,Singapore Airlines,Star Alliance,SIN,Singapore,LAX,USA,SIN-LAX,14110,Long Haul,Boeing 787-9,296,17.0,179,0.6059,17.6,Low,Low,6.0,1,62.9,4.0,965.39,172805.52,,28243.86,210029.8,0.6700922784378097,73319.97,35506.93,27588.81,31624.67,2596.62,9119.89,11820.36,4355.08,7674.53,10829.55,2571.58,16757.9,4114.61,1046.14,238926.64,-28896.84,-13.76,0,8.2,6.9
FL004440,SQ2608,2022-10-28,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,AKL,New Zealand,SIN-AKL,8600,Long Haul,Boeing 787-9,296,3.0,271,0.917,10.9,Shoulder,High,4.0,0,79.9,0.0,682.81,185042.42,17192.07,,284172.33,0.760346681109985,56436.55,15148.55,16252.26,32615.49,2956.67,9183.86,15288.76,6693.9,4743.33,13468.76,4351.36,31761.13,9006.15,1375.83,219282.6,64889.73,22.83,1,8.5,5.4
FL004441,QF8314,2023-12-11,Monday,Qantas,OneWorld,SYD,Australia,FRA,Germany,SYD-FRA,16530,Long Haul,Boeing 787-9,296,16.0,279,0.9443,20.1,Peak,High,6.0,1,,,,693284.18,18407.43,11303.68,722995.29,0.5915711693824721,81278.59,35334.36,35704.31,34557.18,2392.53,8422.39,13232.87,4122.53,8943.52,61954.69,3975.45,16410.78,17275.18,868.04,324472.42,398522.87,55.12,1,8.4,18.8
FL004442,CX7241,2022-12-29,Thursday,Cathay Pacific,OneWorld,HKG,Hong Kong,SYD,Australia,HKG-SYD,7380,Long Haul,Boeing 787-9,296,9.0,248,0.8405,9.2,Peak,Medium,6.0,0,,56.0,658.27,163250.53,8851.78,41716.6,213818.91,0.7696519328278013,46812.47,17579.05,14747.42,31493.52,2767.48,7850.14,11649.7,,3849.03,14224.92,2396.74,35921.68,4426.7,1091.51,198581.49,15237.42,7.13,1,7.9,15.4
FL004443,AA9224,2023-02-24,Friday,American Airlines,OneWorld,JFK,USA,LHR,UK,JFK-LHR,5540,Long Haul,Boeing 777-300ER,396,20.0,288,0.7295,7.4,Low,Medium,2.0,0,83.4,27.0,369.18,106323.45,22565.44,41575.53,170464.42,0.6137930613487299,41076.67,21011.59,17343.87,48556.97,4072.78,6100.8,15586.1,3690.8,2823.53,6820.31,2315.1,22582.91,5559.01,1059.55,198599.99,-28135.57,-16.51,0,7.6,35.3
FL004444,AA3704,2024-09-15,Sunday,American Airlines,OneWorld,JFK,USA,ORD,USA,JFK-ORD,1180,Short Haul,Airbus A320,180,6.0,155,0.8612,1.9,Shoulder,High,2.0,0,71.2,0.0,364.21,56452.93,12054.64,2072.6,70580.17,0.70771984213983,3587.55,1376.06,1562.74,7319.98,531.5,2302.21,1335.02,2559.16,625.09,4444.74,2365.95,16608.03,2092.72,440.62,47151.37,23428.8,33.19,1,8.1,38.3
FL004445,BA9353,2022-12-15,Thursday,British Airways,OneWorld,LHR,UK,DEL,India,LHR-DEL,6720,Long Haul,Airbus A350-900,325,10.0,243,0.7478,8.5,Peak,Medium,7.0,0,82.8,0.0,1087.21,264192.66,7956.07,73815.48,345964.21,0.8584462103829746,45232.51,13564.09,12806.88,40926.88,3635.41,9268.72,12203.38,5719.15,3514.4,23021.8,4272.49,19022.22,12093.79,1059.56,206341.28,139622.93,40.36,1,9.1,12.4
FL004446,TK2128,2024-04-03,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,KUL,Malaysia,IST-KUL,8450,Long Haul,Airbus A350-900,325,,242,0.7469,10.7,Shoulder,Medium,,0,95.9,32.0,854.81,206862.9,16260.5,41662.46,264785.86,0.6620578078719151,44526.09,22997.77,15426.18,40689.87,3287.32,5860.3,13716.91,3453.95,3690.99,13667.45,2768.0,38035.32,4943.14,738.64,213801.93,50983.93,19.25,1,,15.5
FL004447,EK2546,2022-06-19,Sunday,Emirates,Non-Aligned,DXB,UAE,BKK,Thailand,DXB-BKK,4900,Medium Haul,Boeing 767-300ER,218,14.0,193,0.8864,6.2,Peak,High,5.0,0,97.5,4.0,1478.47,285345.14,10409.5,,307846.68,0.5364766598444316,20197.57,9424.83,7584.83,13296.71,1118.22,6596.89,4372.45,5078.26,2546.48,16452.18,1827.3,20846.49,8807.96,1000.42,119150.59,188696.09,61.3,1,8.1,19.7
FL004448,LH8274,2024-06-22,Saturday,Lufthansa,Star Alliance,FRA,Germany,NBO,Kenya,FRA-NBO,6400,Long Haul,Boeing 777-300ER,396,1.0,365,0.9226,8.4,Peak,High,3.0,0,76.4,5.0,1275.55,465576.12,25574.74,83381.31,574532.17,0.7468379829422795,55857.88,14375.31,15972.15,55943.73,4151.2,4615.73,19348.36,6172.77,2905.55,23750.7,6255.02,21874.87,13801.73,1996.33,247021.33,327510.84,57.0,1,8.3,31.1
FL004449,EK2543,2023-06-29,Thursday,Emirates,Non-Aligned,DXB,UAE,SIN,Singapore,DXB-SIN,5840,Long Haul,Boeing 777-300ER,396,13.0,368,0.9313,7.5,Peak,High,1.0,1,83.7,0.0,1178.48,433681.01,29998.43,53588.31,517267.75,0.8015366640772007,50990.69,19515.21,15747.02,51619.4,4421.35,9055.98,24292.29,6450.55,3059.88,28357.08,3878.1,24031.83,22327.61,1289.33,265036.32,252231.43,48.76,1,8.1,8.0
FL004450,TK2842,2023-10-24,Tuesday,Turkish Airlines,Star Alliance,IST,Turkey,KUL,Malaysia,IST-KUL,8450,Long Haul,Boeing 787-9,296,18.0,196,0.6636,10.5,Shoulder,Medium,9.0,0,74.5,0.0,922.97,180901.43,12756.24,20643.98,214301.65,0.6353464586084775,47332.71,24172.08,16190.61,33968.13,2662.27,6172.92,11017.8,,4302.33,17112.69,2293.39,34413.63,4051.99,1220.53,207359.54,6942.11,3.24,1,8.3,5.3
FL004451,EK9265,2022-08-25,Thursday,Emirates,Non-Aligned,DXB,UAE,GRU,Brazil,DXB-GRU,11250,Long Haul,Airbus A350-900,325,4.0,297,0.914,14.0,Peak,High,4.0,0,93.3,0.0,2409.56,715638.4,17174.84,40862.6,773675.84,0.8822661671178667,77072.42,23231.72,28188.99,45381.36,3433.09,7775.81,13599.02,5638.83,6630.83,58304.89,3408.38,32380.64,21479.5,2031.65,328557.13,445118.71,57.53,1,8.4,19.8
FL004452,EK7006,2023-09-07,Thursday,Emirates,Non-Aligned,DXB,UAE,FCO,Italy,DXB-FCO,4550,Medium Haul,Boeing 787-9,296,6.0,201,0.6805,5.9,Shoulder,Medium,4.0,0,91.8,0.0,823.4,165502.9,5172.32,,177775.9,0.7237143768175714,28879.2,9087.15,10712.06,31387.5,2791.44,4727.88,5379.88,2431.4,1980.84,8560.48,2596.15,17421.65,9692.6,980.36,136628.59,41147.31,23.15,1,9.4,23.8
FL004453,AF4286,2023-10-19,Thursday,Air France,SkyTeam,CDG,France,CAI,Egypt,CDG-CAI,3210,Medium Haul,Boeing 767-300ER,218,10.0,168,0.7733,4.5,Shoulder,Medium,6.0,0,87.1,17.0,260.99,43846.28,,23958.66,81458.39,0.7176262865242526,17843.76,6345.44,5911.0,14815.25,1029.97,3577.72,3370.6,3170.96,1650.07,2946.88,2370.04,18428.5,2619.22,709.26,84788.67,-3330.28,-4.09,0,8.1,15.5
FL004454,LH6190,2022-05-27,Friday,Lufthansa,Star Alliance,FRA,Germany,MUC,Germany,FRA-MUC,300,Short Haul,Boeing 737-800,189,,119,0.6342,1.0,Shoulder,Low,8.0,0,69.2,0.0,66.31,7890.99,9158.42,2883.04,19932.45,0.6637196894432785,1722.2,992.79,918.03,7635.8,587.24,2325.14,971.92,2393.86,157.96,545.28,1691.43,19871.68,384.58,552.59,40750.5,-20818.05,-104.44,0,8.8,21.2
FL004455,SQ6164,2023-01-13,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,BKK,Thailand,SIN-BKK,1430,Short Haul,Airbus A320,180,,113,0.6295,2.7,Low,Low,1.0,0,87.2,0.0,323.42,36546.63,8559.99,2767.97,47874.59,0.7846241601114625,5873.42,2124.34,2374.97,6711.62,610.68,2152.43,999.92,2589.56,662.08,2788.01,1846.2,17667.41,1213.07,385.36,47999.07,-124.48,-0.26,0,9.4,30.6
FL004456,LH8305,2023-12-25,Monday,Lufthansa,Star Alliance,FRA,Germany,JNB,South Africa,FRA-JNB,9000,Long Haul,Airbus A330-300,277,6.0,229,0.8274,11.6,Peak,Medium,8.0,0,87.3,4.0,,279301.71,13686.87,76766.75,369755.33,0.7150986962694321,52626.83,23373.0,16992.04,18634.4,1352.96,6369.97,12342.62,,4661.13,16657.68,1450.79,20014.94,8003.72,460.82,185840.44,183914.89,49.74,1,8.9,9.8
FL004457,EK4092,2022-12-13,Tuesday,Emirates,Non-Aligned,DXB,UAE,ADD,Ethiopia,DXB-ADD,3290,Medium Haul,Airbus A330-300,277,18.0,233,0.8442,4.6,Peak,Medium,1.0,0,70.7,0.0,892.46,207943.36,8205.59,20214.24,236363.19,0.6371063598524843,19350.49,10729.3,6502.34,19747.22,1731.65,4320.35,5967.52,5678.36,1932.7,20207.37,3653.31,18002.03,11996.8,1583.84,131403.28,104959.91,44.41,1,8.6,27.8
FL004458,TK3515,2023-06-27,Tuesday,Turkish Airlines,Star Alliance,IST,Turkey,DEL,India,IST-DEL,5070,Long Haul,Boeing 777-300ER,396,14.0,330,0.8354,7.1,Peak,Medium,6.0,0,73.7,20.0,693.76,228939.34,8224.17,33162.88,270326.39,0.6942878600087996,42682.57,15840.53,13850.53,53332.22,4393.58,6714.54,19656.33,7834.84,2615.92,20060.62,2085.34,42293.48,13084.72,1984.87,246430.09,23896.3,8.84,1,7.4,15.6
FL004459,SQ5496,2024-02-15,Thursday,Singapore Airlines,Star Alliance,SIN,Singapore,SYD,Australia,SIN-SYD,6300,Long Haul,Airbus A350-900,325,8.0,186,0.5736,8.3,Low,Low,5.0,1,58.0,0.0,394.44,73366.15,,,163010.23,0.737128273170234,38864.61,16437.96,14420.59,45717.77,3794.85,7616.73,10402.35,3028.04,2556.38,6201.58,2720.97,17340.6,1695.9,1057.53,171855.86,-8845.63,-5.43,0,9.0,6.7
FL004460,SQ4672,2022-02-28,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,DEL,India,SIN-DEL,4140,Medium Haul,Airbus A321,220,19.0,121,0.5507,5.8,Low,Low,9.0,0,83.9,1.0,279.11,33772.53,5864.53,11008.12,50645.18,0.8521674231018586,14791.99,6253.07,5649.09,9300.86,714.17,3622.36,3031.02,,1825.69,2538.81,1153.75,12887.52,1457.61,390.4,66410.53,-15765.35,-31.13,0,8.2,11.2
FL004461,AF4546,2022-11-05,Saturday,Air France,SkyTeam,CDG,France,JFK,USA,CDG-JFK,5840,Long Haul,Boeing 787-9,296,20.0,200,0.677,7.5,Normal,Medium,9.0,0,90.5,,635.75,127150.84,12460.34,20537.56,160148.74,0.8481538188188096,39509.75,15340.49,10445.03,32479.17,3175.95,6660.77,8910.42,2306.02,1961.58,7530.1,3592.18,22665.86,6888.57,1303.27,162769.16,-2620.42,-1.64,0,7.8,11.6
FL004462,BA3006,2024-10-12,Saturday,British Airways,OneWorld,LHR,UK,NRT,Japan,LHR-NRT,9560,Long Haul,Boeing 777-300ER,396,21.0,269,0.6798,12.4,Shoulder,Medium,8.0,0,69.6,11.0,695.56,187104.4,18092.62,79866.69,285063.71,0.7172742147723867,80205.01,27505.76,25448.18,54029.1,4734.77,8608.19,14535.46,3066.6,4769.33,15123.05,2976.34,42762.09,7037.97,803.78,291605.63,-6541.92,-2.29,0,8.3,20.7
FL004463,SQ5390,2024-07-29,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,FRA,Germany,SIN-FRA,10240,Long Haul,Boeing 787-9,296,6.0,256,0.8676,12.9,Peak,High,1.0,0,83.1,,,515910.49,16125.33,40436.1,572471.92,0.8715277562830686,75383.51,19515.34,21805.47,33589.23,2579.74,9723.55,14426.92,4018.92,5634.28,45955.88,2981.34,15234.32,23607.78,1502.58,275958.86,296513.06,51.8,1,8.1,31.2
FL004464,AA9799,2024-03-18,Monday,American Airlines,OneWorld,JFK,USA,NRT,Japan,JFK-NRT,10840,Long Haul,Airbus A350-900,325,,196,0.6038,13.5,Normal,Low,7.0,0,,38.0,785.89,154033.61,12566.31,51977.09,218577.01,0.6409601528396646,50215.18,28732.24,24107.72,44372.77,3720.12,8064.96,9567.98,4025.79,6296.39,14457.49,2393.02,23212.43,6420.52,546.01,226132.62,-7555.61,-3.46,0,8.2,
FL004465,EK7448,2022-12-14,Wednesday,Emirates,Non-Aligned,DXB,UAE,BLR,India,DXB-BLR,2470,Medium Haul,Airbus A330-300,277,3.0,195,0.7062,4.1,Peak,Medium,8.0,0,85.5,16.0,539.64,105230.08,12995.96,8208.82,126434.86,0.6509163225392055,19907.47,6478.85,6431.61,18690.7,1746.05,3599.23,4905.96,4726.6,1614.78,8127.93,3302.22,30639.64,5396.64,517.59,116085.27,10349.59,8.19,1,8.3,20.9
FL004466,SQ4531,2024-11-20,Wednesday,Singapore Airlines,Star Alliance,SIN,Singapore,AMM,Jordan,SIN-AMM,6180,Long Haul,Airbus A380-800,517,20.0,398,0.7711,7.4,Normal,Medium,2.0,0,,14.0,911.47,362763.12,20474.56,27817.63,411055.31,0.6229969404071799,53944.93,29641.65,21773.29,64039.69,5611.55,7933.28,19566.71,,2800.76,32314.05,5347.68,41919.15,17522.89,1880.52,309310.02,101745.29,24.75,1,7.5,31.9
FL004467,BA7347,2023-06-29,Thursday,British Airways,OneWorld,LHR,UK,ATL,USA,LHR-ATL,7100,Long Haul,Boeing 777-300ER,396,10.0,305,0.7715,9.1,Peak,Medium,,0,82.8,2.0,1003.94,306202.0,18309.96,,347799.05,0.8012780924238745,68248.15,23534.95,19826.43,53339.53,4435.18,7518.78,15310.41,6969.81,3211.39,27508.56,5159.86,25486.07,13207.39,915.28,274671.79,73127.26,21.03,1,8.1,21.8
FL004468,SQ7389,2022-11-06,Sunday,Singapore Airlines,Star Alliance,SIN,Singapore,KUL,Malaysia,SIN-KUL,350,Short Haul,Airbus A320,180,20.0,117,0.6547,1.4,Normal,Medium,8.0,0,93.0,0.0,78.12,9140.58,7434.24,1303.64,17878.46,0.6164958804330739,2529.92,1299.78,1041.82,6937.59,569.66,2070.03,,2324.37,195.85,712.67,642.99,14860.6,304.14,762.57,35215.51,-17337.05,-96.97,0,8.9,20.1
FL004469,EK7789,2024-08-19,Monday,Emirates,Non-Aligned,DXB,UAE,BLR,India,DXB-BLR,2470,Medium Haul,Airbus A321,220,15.0,209,0.952,3.4,Peak,High,2.0,0,97.9,0.0,403.94,84423.27,14286.62,,116985.98,0.7162986717325776,7326.29,3747.62,2875.55,8846.99,833.37,5121.27,5732.83,4750.29,1172.0,7383.24,2720.03,23421.68,3845.86,807.37,78584.39,38401.59,32.83,1,8.5,38.8
FL004470,TK7272,2023-06-08,Thursday,Turkish Airlines,Star Alliance,IST,Turkey,JNB,South Africa,IST-JNB,8090,Long Haul,Boeing 787-9,296,15.0,285,0.9636,10.1,Peak,High,5.0,0,90.9,3.0,1428.11,407010.72,7127.01,78490.18,492627.91,0.8266802512671854,50570.57,23251.62,16431.1,30634.31,2778.77,7740.83,16832.14,3709.57,3740.18,36932.71,3981.52,33810.48,13529.85,749.88,244693.53,247934.38,50.33,1,,18.0
FL004471,TK7194,2022-06-15,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,LOS,Nigeria,IST-LOS,5420,Long Haul,Airbus A350-900,325,5.0,267,0.8236,7.3,Peak,Medium,1.0,1,88.7,2.0,830.8,221823.39,5923.17,15055.02,242801.58,0.8461735699227192,40469.58,12872.65,12637.79,38145.69,3141.56,7657.41,,7095.54,2877.56,21208.67,4563.82,24896.64,5169.21,1799.22,200019.61,42781.97,17.62,1,,54.5
FL004472,SQ4560,2022-09-05,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,ICN,South Korea,SIN-ICN,4680,Medium Haul,Boeing 787-9,296,19.0,264,0.892,6.5,Shoulder,High,1.0,0,68.1,53.0,848.61,224033.44,20083.03,23292.18,267408.65,0.6235101604594371,27601.26,14261.19,10318.96,31769.84,2483.18,5235.63,6577.21,3221.55,2175.4,16779.36,2621.49,19998.37,7615.48,552.73,151211.65,116197.0,43.45,1,8.0,60.9
FL004473,AA1017,2022-02-21,Monday,American Airlines,OneWorld,JFK,USA,LAX,USA,JFK-LAX,3980,Medium Haul,Boeing 787-9,296,6.0,195,0.6616,5.1,Low,Medium,3.0,0,94.4,4.0,455.45,88813.7,13160.94,23126.81,125101.45,0.8949432966793873,30595.07,8174.11,9102.83,34776.03,2519.75,4879.65,5243.73,3208.96,1918.89,4981.7,2983.87,25043.73,2219.16,480.43,136127.91,-11026.46,-8.81,0,,5.1
FL004474,EK5970,2023-11-30,Thursday,Emirates,Non-Aligned,DXB,UAE,BOM,India,DXB-BOM,1940,Medium Haul,Boeing 767-300ER,218,4.0,173,0.7944,2.8,Normal,Medium,6.0,0,65.8,28.0,277.72,48045.02,,19624.73,72149.12,0.7517975560089882,12596.77,4107.45,4051.44,15727.4,1123.21,5398.72,4767.09,3012.93,981.36,4012.35,1884.83,14148.85,1824.94,885.61,74522.95,-2373.83,-3.29,0,7.9,6.7
FL004475,CX3994,2024-10-12,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,ATL,USA,HKG-ATL,14250,Long Haul,Airbus A350-900,325,8.0,261,0.8046,17.4,Shoulder,Medium,5.0,0,65.3,55.0,1297.74,338710.66,13339.8,40460.18,392510.64,0.8238371525199234,88162.86,32667.96,26941.0,40622.83,3948.53,5994.25,14647.1,5471.36,5331.42,21373.09,3741.38,29138.85,19893.66,773.87,298708.16,93802.48,23.9,1,8.6,17.7
FL004476,AF9201,2024-12-14,Saturday,Air France,SkyTeam,CDG,France,MUC,Germany,CDG-MUC,830,Short Haul,Airbus A321,220,15.0,190,0.8644,1.6,Peak,High,6.0,0,90.3,34.0,320.65,60922.79,5300.18,3219.91,69442.88,0.8290990605518186,4252.77,1499.36,1763.72,9100.92,615.01,1747.34,1649.55,2503.55,419.62,4426.48,1886.77,27094.94,2525.62,412.96,59898.61,9544.27,13.74,1,8.3,4.7
FL004477,QF1668,2024-01-05,Friday,Qantas,OneWorld,SYD,Australia,LHR,UK,SYD-LHR,16990,Long Haul,Boeing 777-300ER,396,18.0,224,0.5665,20.8,Low,Low,8.0,1,90.4,8.0,911.56,204189.43,8633.61,16863.78,229686.82,0.8059058322499105,154126.76,54240.24,42816.7,52407.39,4108.04,5852.81,13915.79,3135.01,8382.37,16475.6,1893.95,27443.35,8208.57,978.81,393985.39,-164298.57,-71.53,0,7.6,
FL004478,LH6772,2022-03-19,Saturday,Lufthansa,Star Alliance,FRA,Germany,JFK,USA,FRA-JFK,6200,Long Haul,Boeing 787-9,296,19.0,223,0.7557,8.0,Normal,Medium,,0,65.1,0.0,563.67,125697.85,13850.6,44876.64,184425.09,0.65425162341375,33376.51,14795.59,13695.2,32570.02,3012.81,9143.44,13265.6,4582.15,3547.14,10205.02,2508.13,27216.28,6057.08,966.88,174941.85,9483.24,5.14,1,9.1,10.7
FL004479,SQ7296,2023-06-08,Thursday,Singapore Airlines,Star Alliance,SIN,Singapore,JFK,USA,SIN-JFK,15350,Long Haul,Boeing 787-9,296,16.0,282,0.9555,19.0,Peak,High,2.0,0,86.2,6.0,3222.72,908807.23,14301.49,57628.22,980736.94,0.7379676678925642,90319.16,39279.88,32375.97,35104.6,2155.11,7573.02,15167.79,5115.41,8908.57,74290.09,1765.03,23046.22,20480.13,1476.0,357056.98,623679.96,63.59,1,8.9,15.8
FL004480,EK1261,2022-11-24,Thursday,Emirates,Non-Aligned,DXB,UAE,ICN,South Korea,DXB-ICN,7510,Long Haul,Airbus A380-800,517,17.0,380,0.7364,9.5,Normal,Medium,7.0,0,90.9,0.0,561.96,213545.18,9776.44,,270795.41,0.90776976683212,103271.08,30802.22,26645.26,66203.84,5198.65,8623.17,18406.34,8796.87,2941.93,16328.51,4849.39,37940.8,6196.17,2309.49,338513.72,-67718.31,-25.01,0,8.4,8.6
FL004481,EK6870,2024-10-12,Saturday,Emirates,Non-Aligned,DXB,UAE,LAX,USA,DXB-LAX,13400,Long Haul,Airbus A350-900,325,17.0,239,0.7382,16.6,Shoulder,Medium,5.0,0,69.4,0.0,832.52,198971.45,13428.46,31905.81,244305.72,0.5747918726362297,58924.73,37119.83,28705.46,37741.48,3688.65,8403.71,14347.91,4723.51,6685.38,14875.07,3402.2,17943.57,4793.75,1191.13,242546.38,1759.34,0.72,1,,4.5
FL004482,AF4834,2022-01-05,Wednesday,Air France,SkyTeam,CDG,France,ATL,USA,CDG-ATL,7520,Long Haul,Boeing 787-9,296,11.0,216,0.7327,10.1,Low,Medium,4.0,0,76.7,4.0,692.18,149511.6,13136.51,18990.89,181639.0,,48503.2,19819.74,18267.19,33874.42,2691.88,8287.7,11206.78,2533.93,3953.7,10764.5,1098.75,22291.2,4500.65,1105.93,188899.57,-7260.57,-4.0,0,7.7,31.8
FL004483,AF2390,2023-03-11,Saturday,Air France,SkyTeam,CDG,France,LHR,UK,CDG-LHR,340,Short Haul,Airbus A320,180,2.0,146,0.8128,1.2,Normal,Medium,5.0,0,95.6,22.0,55.24,8064.86,7534.09,2828.01,18426.96,0.6269095984882886,2146.99,789.4,1059.57,6918.83,612.54,2637.3,900.46,2931.23,115.53,545.65,864.91,19701.13,303.97,404.29,39931.8,-21504.84,-116.7,0,8.6,21.8
FL004484,EK4177,2024-03-16,Saturday,Emirates,Non-Aligned,DXB,UAE,BKK,Thailand,DXB-BKK,4900,Medium Haul,Boeing 787-9,296,13.0,262,0.8883,6.6,Normal,High,4.0,0,91.4,0.0,1041.86,272967.08,7910.71,5699.57,286577.36,,30655.77,14584.15,9929.65,34663.08,2712.49,3897.26,7226.41,4570.18,2761.22,14545.26,4430.81,22516.21,6624.55,1655.63,160772.67,125804.69,43.9,1,,21.6
FL004485,CX2994,2023-05-06,Saturday,Cathay Pacific,OneWorld,HKG,Hong Kong,LHR,UK,HKG-LHR,9640,Long Haul,Airbus A350-900,325,17.0,242,0.7452,12.2,Shoulder,Medium,7.0,0,67.2,0.0,971.55,235114.28,17908.41,37651.44,290674.13,0.6584511158017663,51568.64,26272.95,22165.81,39691.71,3523.82,8631.7,13357.28,3223.3,4051.17,15839.74,1894.73,17130.38,13150.61,1661.99,222163.83,68510.3,23.57,1,7.8,6.4
FL004486,DL3762,2022-10-15,Saturday,Delta Air Lines,SkyTeam,ATL,USA,LAX,USA,ATL-LAX,3100,Medium Haul,Airbus A330-300,277,,215,0.7783,4.3,Shoulder,Medium,3.0,0,67.7,10.0,343.09,73764.16,9163.13,20056.33,102983.62,0.8032935047706028,25033.39,7111.95,6871.25,21140.34,1613.08,5071.29,5601.79,4939.96,1498.3,6286.0,1629.77,20745.58,3433.92,463.89,111440.51,-8456.89,-8.21,0,8.0,11.9
FL004487,CX3327,2024-08-21,Wednesday,Cathay Pacific,OneWorld,HKG,Hong Kong,BKK,Thailand,HKG-BKK,1720,Medium Haul,Boeing 787-9,296,7.0,270,0.9136,3.0,Peak,High,9.0,0,77.4,16.0,266.37,71920.9,9910.48,15697.8,97529.18,0.666403814911293,13063.55,5494.06,5458.62,32327.09,3109.17,4721.7,7756.54,5946.18,879.44,6217.48,1539.3,30200.64,3078.2,925.47,120717.44,-23188.26,-23.78,0,,15.4
